PageID,PageName,PageFollowerCount,PageCategory,ProfilePhoto,CoverPhoto,PageMention.UserID,PageMention.TimeMentioned
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,153,2021-09-02 12:01:03
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,154,2022-12-26 07:24:44
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,156,2021-12-25 01:00:39
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,169,2023-08-06 09:39:24
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,172,2022-10-11 13:27:00
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,176,2024-02-26 16:24:30
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,178,2023-03-08 23:16:14
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,180,2021-05-28 02:53:30
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,187,2020-11-26 02:26:29
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,191,2020-08-13 07:36:44
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,195,2023-04-27 23:33:32
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,202,2021-11-16 06:20:42
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,205,2024-11-11 04:12:57
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,207,2023-06-18 20:51:28
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,209,2022-10-06 14:37:02
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,212,2020-05-13 00:25:27
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,214,2021-10-17 15:58:37
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,218,2022-07-18 04:18:04
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,226,2023-09-09 15:52:35
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,227,2023-12-14 22:43:35
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,229,2020-05-23 11:41:16
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,237,2024-10-11 02:23:03
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,243,2021-11-12 00:10:31
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,246,2024-06-28 06:07:46
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,248,2021-10-27 19:24:47
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,251,2022-08-17 22:03:32
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,252,2021-02-21 20:10:44
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,253,2023-01-20 16:10:09
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,254,2020-01-24 09:40:51
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,255,2022-01-18 12:38:27
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,259,2023-06-01 01:44:37
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,271,2021-03-08 03:54:21
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,272,2022-11-18 04:22:00
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,274,2022-09-09 20:58:41
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,277,2024-04-28 03:15:35
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,278,2020-05-19 12:40:31
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,291,2023-07-02 21:48:10
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,295,2024-07-25 09:10:27
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,299,2023-09-04 03:50:47
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,300,2021-09-27 16:35:41
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,303,2022-04-13 23:07:39
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,311,2021-03-26 12:29:17
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,316,2022-07-21 13:03:00
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,317,2021-12-18 06:25:22
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,318,2020-05-02 03:47:59
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,321,2023-05-17 14:35:17
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,339,2022-06-03 17:34:02
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,341,2022-01-26 18:45:02
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,344,2022-11-07 15:25:02
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,350,2021-04-15 23:03:21
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,351,2021-03-04 12:51:19
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,353,2020-11-03 11:37:00
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,354,2023-03-26 04:48:26
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,356,2022-10-08 01:53:51
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,361,2021-10-01 19:46:55
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,362,2020-08-13 19:06:45
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,370,2024-11-23 20:01:04
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,371,2024-11-26 22:35:49
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,372,2020-04-16 08:15:46
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,378,2023-03-04 22:50:55
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,380,2021-12-28 14:18:27
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,381,2020-08-23 03:17:13
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,382,2022-09-15 11:53:25
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,383,2024-09-21 01:01:59
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,398,2024-04-23 06:19:49
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,405,2020-02-01 03:33:09
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,409,2022-08-14 08:34:25
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,410,2024-09-10 01:07:21
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,413,2021-10-16 01:53:58
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,416,2024-10-15 00:36:36
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,419,2020-05-01 01:28:50
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,422,2022-04-25 04:28:06
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,430,2021-03-05 11:01:52
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,432,2021-10-05 06:48:36
